#      time         order        tairmean     top       
  60.00000000       1.0000       21.199       21.373    
  61.00000000       1.0000       21.057       21.191    
  62.00000000       1.0000       21.188       21.346    
  63.00000000       1.0000       20.964       21.107    
  64.00000000       1.0000       20.985       21.083    
  65.00000000       1.0000       20.992       21.064    
  66.00000000       1.0000       20.995       21.051    
  67.00000000       1.0000       20.996       21.041    
  68.00000000       1.0000       20.997       21.035    
  69.00000000       1.0000       20.998       21.030    
  70.00000000       1.0000       20.996       21.023    
  71.00000000       1.0000       20.997       21.018    
  72.00000000       1.0000       20.996       21.012    
  73.00000000       1.0000       20.997       21.007    
  74.00000000       1.0000       20.999       21.005    
  75.00000000       1.0000       20.998       21.001    
  76.00000000       1.0000       20.997       20.997    
  77.00000000       1.0000       20.997       20.992    
  78.00000000       1.0000       21.001       20.993    
  79.00000000       1.0000       21.061       21.002    
  80.00000000       1.0000       21.026       20.938    
  81.00000000       1.0000       21.309       21.479    
  82.00000000       1.0000       21.589       21.537    
  83.00000000       1.0000       21.778       21.740    
  84.00000000       1.0000       21.847       21.798    
  85.00000000       1.0000       21.753       21.702    
  86.00000000       1.0000       21.888       21.834    
  87.00000000       1.0000       21.623       21.571    
  88.00000000       1.0000       21.476       21.438    
  89.00000000       1.0000       21.356       21.305    
  90.00000000       1.0000       21.006       21.009    
  91.00000000       1.0000       20.963       21.022    
  92.00000000       1.0000       20.997       21.029    
  93.00000000       1.0000       20.996       21.017    
  94.00000000       1.0000       20.996       21.010    
  95.00000000       1.0000       20.996       21.001    
  96.00000000       1.0000       20.997       20.995    
  97.00000000       1.0000       20.996       20.988    
  98.00000000       1.0000       20.999       20.986    
  99.00000000       1.0000       20.999       20.983    
  100.0000000       1.0000       20.998       20.978    
  101.0000000       1.0000       20.994       20.968    
  102.0000000       1.0000       21.002       20.973    
  103.0000000       1.0000       21.059       20.981    
  104.0000000       1.0000       21.028       20.922    
  105.0000000       1.0000       21.251       21.440    
  106.0000000       1.0000       21.549       21.498    
  107.0000000       1.0000       21.752       21.709    
  108.0000000       1.0000       21.769       21.708    
  109.0000000       1.0000       21.687       21.887    
  110.0000000       1.0000       21.933       21.902    
  111.0000000       1.0000       21.680       21.636    
  112.0000000       1.0000       21.506       21.452    
  113.0000000       1.0000       21.368       21.324    
  114.0000000       1.0000       21.027       21.038    
  115.0000000       1.0000       20.964       21.030    
  116.0000000       1.0000       20.996       21.031    
  117.0000000       1.0000       20.998       21.023    
  118.0000000       1.0000       20.999       21.017    
  119.0000000       1.0000       21.000       21.014    
  120.0000000       1.0000       20.999       21.011    
  121.0000000       1.0000       21.000       21.009    
  122.0000000       1.0000       20.999       21.007    
  123.0000000       1.0000       21.000       21.005    
  124.0000000       1.0000       21.000       21.005    
  125.0000000       1.0000       20.999       21.003    
  126.0000000       1.0000       21.002       21.006    
  127.0000000       1.0000       21.061       21.015    
  128.0000000       1.0000       21.104       21.028    
  129.0000000       1.0000       21.149       21.058    
  130.0000000       1.0000       21.175       21.088    
  131.0000000       1.0000       21.207       21.119    
  132.0000000       1.0000       21.235       21.149    
  133.0000000       1.0000       21.244       21.160    
  134.0000000       1.0000       21.261       21.176    
  135.0000000       1.0000       21.258       21.172    
  136.0000000       1.0000       21.252       21.167    
  137.0000000       1.0000       21.240       21.156    
  138.0000000       1.0000       20.959       20.951    
  139.0000000       1.0000       20.971       21.004    
  140.0000000       1.0000       20.999       21.011    
  141.0000000       1.0000       20.999       21.007    
  142.0000000       1.0000       20.999       21.003    
  143.0000000       1.0000       20.999       21.001    
  144.0000000       1.0000       20.999       20.999    
  145.0000000       1.0000       20.999       20.997    
  146.0000000       1.0000       20.999       20.995    
  147.0000000       1.0000       21.000       20.995    
  148.0000000       1.0000       20.999       20.993    
  149.0000000       1.0000       21.000       20.992    
  150.0000000       1.0000       21.002       20.992    
  151.0000000       1.0000       21.061       21.004    
  152.0000000       1.0000       21.063       20.983    
  153.0000000       1.0000       21.106       21.016    
  154.0000000       1.0000       21.137       21.046    
  155.0000000       1.0000       21.172       21.085    
  156.0000000       1.0000       21.201       21.117    
  157.0000000       1.0000       21.222       21.136    
  158.0000000       1.0000       21.226       21.140    
  159.0000000       1.0000       21.215       21.128    
  160.0000000       1.0000       21.197       21.111    
  161.0000000       1.0000       21.175       21.090    
  162.0000000       1.0000       20.936       20.927    
  163.0000000       1.0000       20.971       20.986    
  164.0000000       1.0000       20.999       20.995    
  165.0000000       1.0000       20.999       20.992    
  166.0000000       1.0000       20.999       20.989    
  167.0000000       1.0000       20.999       20.987    
  168.0000000       1.0000       21.000       20.986    
  169.0000000       1.0000       21.000       20.985    
  170.0000000       1.0000       20.999       20.982    
  171.0000000       1.0000       20.999       20.981    
  172.0000000       1.0000       20.999       20.979    
  173.0000000       1.0000       21.000       20.978    
  174.0000000       1.0000       21.004       20.981    
  175.0000000       1.0000       21.061       20.993    
  176.0000000       1.0000       21.043       20.956    
  177.0000000       1.0000       21.081       20.986    
  178.0000000       1.0000       21.119       21.028    
  179.0000000       1.0000       21.162       21.076    
  180.0000000       1.0000       21.203       21.114    
  181.0000000       1.0000       21.220       21.134    
  182.0000000       1.0000       21.213       21.126    
  183.0000000       1.0000       21.191       21.106    
  184.0000000       1.0000       21.161       21.074    
  185.0000000       1.0000       21.132       21.040    
  186.0000000       1.0000       20.932       20.916    
  187.0000000       1.0000       20.972       20.974    
  188.0000000       1.0000       21.000       20.987    
  189.0000000       1.0000       20.999       20.984    
  190.0000000       1.0000       20.999       20.982    
  191.0000000       1.0000       20.999       20.978    
  192.0000000       1.0000       21.000       20.979    
  193.0000000       1.0000       20.998       20.976    
  194.0000000       1.0000       20.999       20.974    
  195.0000000       1.0000       20.998       20.972    
  196.0000000       1.0000       20.999       20.970    
  197.0000000       1.0000       20.999       20.968    
  198.0000000       1.0000       21.000       20.967    
  199.0000000       1.0000       20.999       20.966    
  200.0000000       1.0000       21.000       20.966    
  201.0000000       1.0000       21.003       20.970    
  202.0000000       1.0000       21.002       20.974    
  203.0000000       1.0000       21.000       20.975    
  204.0000000       1.0000       21.002       20.979    
  205.0000000       1.0000       21.000       20.980    
  206.0000000       1.0000       21.001       20.982    
  207.0000000       1.0000       20.999       20.981    
  208.0000000       1.0000       20.996       20.974    
  209.0000000       1.0000       20.998       20.968    
  210.0000000       1.0000       20.999       20.967    
  211.0000000       1.0000       21.000       20.967    
  212.0000000       1.0000       21.000       20.966    
  213.0000000       1.0000       21.000       20.965    
  214.0000000       1.0000       21.000       20.964    
  215.0000000       1.0000       21.000       20.963    
  216.0000000       1.0000       20.999       20.962    
  217.0000000       1.0000       21.000       20.963    
  218.0000000       1.0000       21.000       20.962    
  219.0000000       1.0000       21.000       20.962    
  220.0000000       1.0000       21.001       20.963    
  221.0000000       1.0000       21.000       20.963    
  222.0000000       1.0000       21.000       20.963    
  223.0000000       1.0000       21.000       20.963    
  224.0000000       1.0000       21.001       20.965    
  225.0000000       1.0000       21.003       20.970    
  226.0000000       1.0000       21.005       20.979    
  227.0000000       1.0000       21.005       20.991    
  228.0000000       1.0000       21.005       21.001    
  229.0000000       1.0000       21.003       21.009    
  230.0000000       1.0000       20.998       21.006    
  231.0000000       1.0000       20.991       20.992    
  232.0000000       1.0000       20.993       20.979    
  233.0000000       1.0000       20.997       20.972    
  234.0000000       1.0000       20.998       20.967    
  235.0000000       1.0000       20.999       20.964    
  236.0000000       1.0000       21.000       20.964    
  237.0000000       1.0000       20.999       20.960    
  238.0000000       1.0000       20.999       20.959    
  239.0000000       1.0000       20.999       20.958    
  240.0000000       1.0000       21.000       20.958    
  241.0000000       1.0000       20.999       20.956    
  242.0000000       1.0000       20.999       20.954    
  243.0000000       1.0000       20.999       20.953    
  244.0000000       1.0000       21.000       20.953    
  245.0000000       1.0000       21.000       20.953    
  246.0000000       1.0000       21.003       20.954    
  247.0000000       1.0000       21.062       20.966    
  248.0000000       1.0000       21.026       20.908    
  249.0000000       1.0000       21.003       20.895    
  250.0000000       1.0000       21.005       20.903    
  251.0000000       1.0000       21.011       20.918    
  252.0000000       1.0000       21.047       20.960    
  253.0000000       1.0000       21.096       21.003    
  254.0000000       1.0000       21.063       20.973    
  255.0000000       1.0000       21.042       20.949    
  256.0000000       1.0000       21.004       20.914    
  257.0000000       1.0000       20.994       20.900    
  258.0000000       1.0000       20.936       20.882    
  259.0000000       1.0000       20.975       20.946    
  260.0000000       1.0000       21.003       20.965    
  261.0000000       1.0000       21.000       20.963    
  262.0000000       1.0000       21.001       20.965    
  263.0000000       1.0000       21.000       20.965    
  264.0000000       1.0000       21.000       20.965    
  265.0000000       1.0000       21.000       20.965    
  266.0000000       1.0000       21.000       20.965    
  267.0000000       1.0000       21.000       20.965    
  268.0000000       1.0000       21.000       20.965    
  269.0000000       1.0000       21.000       20.964    
  270.0000000       1.0000       21.004       20.968    
  271.0000000       1.0000       21.062       20.981    
  272.0000000       1.0000       21.026       20.919    
  273.0000000       1.0000       21.022       20.930    
  274.0000000       1.0000       21.065       20.969    
  275.0000000       1.0000       21.086       20.992    
  276.0000000       1.0000       21.102       21.011    
  277.0000000       1.0000       21.123       21.031    
  278.0000000       1.0000       21.129       21.037    
  279.0000000       1.0000       21.114       21.022    
  280.0000000       1.0000       21.078       20.987    
  281.0000000       1.0000       21.047       20.954    
  282.0000000       1.0000       20.936       20.900    
  283.0000000       1.0000       20.973       20.957    
  284.0000000       1.0000       21.001       20.974    
  285.0000000       1.0000       21.000       20.973    
  286.0000000       1.0000       21.000       20.972    
  287.0000000       1.0000       21.000       20.971    
  288.0000000       1.0000       21.000       20.970    
  289.0000000       1.0000       21.000       20.971    
  290.0000000       1.0000       21.000       20.971    
  291.0000000       1.0000       21.001       20.972    
  292.0000000       1.0000       21.000       20.971    
  293.0000000       1.0000       21.000       20.971    
  294.0000000       1.0000       21.004       20.974    
  295.0000000       1.0000       21.061       20.985    
  296.0000000       1.0000       21.027       20.925    
  297.0000000       1.0000       21.029       20.933    
  298.0000000       1.0000       21.058       20.965    
  299.0000000       1.0000       21.134       21.066    
  300.0000000       1.0000       21.324       21.239    
  301.0000000       1.0000       21.426       21.350    
  302.0000000       1.0000       21.461       21.384    
  303.0000000       1.0000       21.346       21.275    
  304.0000000       1.0000       21.237       21.166    
  305.0000000       1.0000       21.158       21.081    
  306.0000000       1.0000       20.930       20.924    
  307.0000000       1.0000       20.971       20.976    
  308.0000000       1.0000       20.999       20.987    
  309.0000000       1.0000       20.998       20.982    
  310.0000000       1.0000       20.998       20.978    
  311.0000000       1.0000       20.998       20.975    
  312.0000000       1.0000       21.000       20.974    
  313.0000000       1.0000       20.999       20.972    
  314.0000000       1.0000       20.999       20.970    
  315.0000000       1.0000       20.999       20.969    
  316.0000000       1.0000       20.999       20.968    
  317.0000000       1.0000       20.999       20.966    
  318.0000000       1.0000       21.004       20.968    
  319.0000000       1.0000       21.066       20.975    
  320.0000000       1.0000       21.027       20.916    
  321.0000000       1.0000       21.003       20.910    
  322.0000000       1.0000       21.034       20.942    
  323.0000000       1.0000       21.094       21.008    
  324.0000000       1.0000       21.156       21.072    
  325.0000000       1.0000       21.183       21.096    
  326.0000000       1.0000       21.175       21.087    
  327.0000000       1.0000       21.140       21.049    
  328.0000000       1.0000       21.092       21.005    
  329.0000000       1.0000       21.054       20.963    
  330.0000000       1.0000       20.933       20.901    
  331.0000000       1.0000       20.973       20.962    
  332.0000000       1.0000       21.001       20.973    
  333.0000000       1.0000       20.999       20.970    
  334.0000000       1.0000       20.999       20.968    
  335.0000000       1.0000       21.000       20.968    
  336.0000000       1.0000       20.999       20.966    
  337.0000000       1.0000       20.999       20.965    
  338.0000000       1.0000       20.999       20.963    
  339.0000000       1.0000       21.000       20.963    
  340.0000000       1.0000       21.000       20.963    
  341.0000000       1.0000       21.000       20.963    
  342.0000000       1.0000       21.004       20.965    
  343.0000000       1.0000       21.062       20.978    
  344.0000000       1.0000       21.028       20.923    
  345.0000000       1.0000       21.056       20.969    
  346.0000000       1.0000       21.223       21.149    
  347.0000000       1.0000       21.307       21.315    
  348.0000000       1.0000       21.704       21.787    
  349.0000000       1.0000       21.656       21.863    
  350.0000000       1.0000       21.899       21.831    
  351.0000000       1.0000       21.630       21.588    
  352.0000000       1.0000       21.460       21.405    
  353.0000000       1.0000       21.339       21.267    
  354.0000000       1.0000       20.984       20.997    
  355.0000000       1.0000       20.964       21.012    
  356.0000000       1.0000       20.996       21.011    
  357.0000000       1.0000       20.997       21.002    
  358.0000000       1.0000       20.998       20.995    
  359.0000000       1.0000       20.998       20.989    
  360.0000000       1.0000       20.998       20.986    
  361.0000000       1.0000       20.999       20.983    
  362.0000000       1.0000       21.001       20.984    
  363.0000000       1.0000       21.000       20.982    
  364.0000000       1.0000       21.002       20.984    
  365.0000000       1.0000       20.999       20.982    
  366.0000000       1.0000       20.999       20.980    
  367.0000000       1.0000       21.000       20.979    
  368.0000000       1.0000       21.001       20.981    
  369.0000000       1.0000       21.003       20.985    
  370.0000000       1.0000       21.003       20.991    
  371.0000000       1.0000       21.003       20.998    
  372.0000000       1.0000       21.001       21.000    
  373.0000000       1.0000       21.001       21.004    
  374.0000000       1.0000       21.000       21.005    
  375.0000000       1.0000       20.997       20.999    
  376.0000000       1.0000       20.996       20.990    
  377.0000000       1.0000       20.998       20.985    
  378.0000000       1.0000       21.000       20.984    
  379.0000000       1.0000       21.000       20.982    
  380.0000000       1.0000       21.000       20.981    
  381.0000000       1.0000       20.996       20.973    
  382.0000000       1.0000       21.002       20.977    
  383.0000000       1.0000       21.001       20.977    
  384.0000000       1.0000       21.000       20.977    
  385.0000000       1.0000       20.999       20.974    
  386.0000000       1.0000       21.000       20.974    
  387.0000000       1.0000       21.000       20.975    
  388.0000000       1.0000       21.000       20.975    
  389.0000000       1.0000       21.000       20.975    
  390.0000000       1.0000       21.000       20.975    
  391.0000000       1.0000       21.000       20.974    
  392.0000000       1.0000       21.001       20.975    
  393.0000000       1.0000       21.003       20.980    
  394.0000000       1.0000       21.003       20.987    
  395.0000000       1.0000       21.003       20.993    
  396.0000000       1.0000       21.001       20.996    
  397.0000000       1.0000       21.000       20.997    
  398.0000000       1.0000       21.000       20.998    
  399.0000000       1.0000       20.997       20.992    
  400.0000000       1.0000       20.997       20.987    
  401.0000000       1.0000       20.999       20.983    
  402.0000000       1.0000       20.999       20.981    
  403.0000000       1.0000       21.000       20.980    
  404.0000000       1.0000       21.000       20.979    
  405.0000000       1.0000       20.999       20.977    
  406.0000000       1.0000       21.000       20.977    
  407.0000000       1.0000       21.000       20.978    
  408.0000000       1.0000       21.001       20.979    
  409.0000000       1.0000       20.998       20.975    
  410.0000000       1.0000       21.000       20.976    
  411.0000000       1.0000       20.999       20.975    
  412.0000000       1.0000       21.000       20.976    
  413.0000000       1.0000       21.000       20.975    
  414.0000000       1.0000       21.004       20.977    
  415.0000000       1.0000       21.061       20.987    
  416.0000000       1.0000       21.032       20.936    
  417.0000000       1.0000       21.050       20.954    
  418.0000000       1.0000       21.078       20.986    
  419.0000000       1.0000       21.144       21.059    
  420.0000000       1.0000       21.229       21.147    
  421.0000000       1.0000       21.293       21.208    
  422.0000000       1.0000       21.293       21.210    
  423.0000000       1.0000       21.277       21.192    
  424.0000000       1.0000       21.227       21.141    
  425.0000000       1.0000       21.194       21.112    
  426.0000000       1.0000       20.937       20.931    
  427.0000000       1.0000       20.971       20.986    
  428.0000000       1.0000       20.999       20.996    
  429.0000000       1.0000       20.999       20.992    
  430.0000000       1.0000       20.998       20.987    
  431.0000000       1.0000       21.000       20.987    
  432.0000000       1.0000       20.999       20.985    
  433.0000000       1.0000       21.000       20.984    
  434.0000000       1.0000       20.998       20.981    
  435.0000000       1.0000       20.999       20.980    
  436.0000000       1.0000       21.000       20.980    
  437.0000000       1.0000       21.000       20.980    
  438.0000000       1.0000       21.004       20.983    
  439.0000000       1.0000       21.062       20.993    
  440.0000000       1.0000       21.045       20.955    
  441.0000000       1.0000       21.070       20.975    
  442.0000000       1.0000       21.092       21.002    
  443.0000000       1.0000       21.131       21.037    
  444.0000000       1.0000       21.159       21.072    
  445.0000000       1.0000       21.202       21.115    
  446.0000000       1.0000       21.250       21.164    
  447.0000000       1.0000       21.262       21.175    
  448.0000000       1.0000       21.250       21.162    
  449.0000000       1.0000       21.228       21.136    
  450.0000000       1.0000       20.950       20.949    
  451.0000000       1.0000       20.971       20.996    
  452.0000000       1.0000       20.999       21.006    
  453.0000000       1.0000       20.998       21.002    
  454.0000000       1.0000       20.999       20.999    
  455.0000000       1.0000       20.999       20.997    
  456.0000000       1.0000       21.000       20.997    
  457.0000000       1.0000       21.000       20.996    
  458.0000000       1.0000       20.999       20.994    
  459.0000000       1.0000       20.999       20.993    
  460.0000000       1.0000       21.000       20.992    
  461.0000000       1.0000       20.998       20.988    
  462.0000000       1.0000       21.003       20.990    
  463.0000000       1.0000       21.063       21.004    
  464.0000000       1.0000       21.072       20.993    
  465.0000000       1.0000       21.135       21.041    
  466.0000000       1.0000       21.192       21.100    
  467.0000000       1.0000       21.233       21.144    
  468.0000000       1.0000       21.246       21.162    
  469.0000000       1.0000       21.265       21.179    
  470.0000000       1.0000       21.273       21.188    
  471.0000000       1.0000       21.266       21.181    
  472.0000000       1.0000       21.261       21.176    
  473.0000000       1.0000       21.254       21.170    
  474.0000000       1.0000       20.968       20.958    
  475.0000000       1.0000       20.970       21.002    
  476.0000000       1.0000       21.000       21.017    
  477.0000000       1.0000       20.999       21.014    
  478.0000000       1.0000       21.000       21.014    
  479.0000000       1.0000       20.999       21.012    
  480.0000000       1.0000       21.002       21.016    
  481.0000000       1.0000       20.999       21.013    
  482.0000000       1.0000       21.000       21.012    
  483.0000000       1.0000       20.999       21.010    
  484.0000000       1.0000       21.000       21.010    
  485.0000000       1.0000       20.999       21.008    
  486.0000000       1.0000       21.004       21.011    
  487.0000000       1.0000       21.061       21.018    
  488.0000000       1.0000       21.152       21.079    
  489.0000000       1.0000       21.363       21.304    
  490.0000000       1.0000       21.545       21.457    
  491.0000000       1.0000       21.468       21.396    
  492.0000000       1.0000       21.434       21.363    
  493.0000000       1.0000       21.427       21.355    
  494.0000000       1.0000       21.414       21.341    
  495.0000000       1.0000       21.425       21.353    
  496.0000000       1.0000       21.438       21.363    
  497.0000000       1.0000       21.437       21.362    
  498.0000000       1.0000       21.136       21.118    
  499.0000000       1.0000       20.963       21.052    
  500.0000000       1.0000       20.998       21.057    
  501.0000000       1.0000       20.998       21.047    
  502.0000000       1.0000       20.999       21.044    
  503.0000000       1.0000       20.999       21.040    
  504.0000000       1.0000       20.999       21.037    
  505.0000000       1.0000       20.999       21.034    
  506.0000000       1.0000       20.999       21.031    
  507.0000000       1.0000       21.000       21.031    
  508.0000000       1.0000       20.999       21.027    
  509.0000000       1.0000       21.000       21.027    
  510.0000000       1.0000       21.002       21.027    
  511.0000000       1.0000       21.061       21.032    
  512.0000000       1.0000       21.207       21.143    
  513.0000000       1.0000       21.581       21.723    
  514.0000000       1.0000       21.772       21.738    
  515.0000000       1.0000       21.769       21.712    
  516.0000000       1.0000       21.788       21.732    
  517.0000000       1.0000       21.658       21.606    
  518.0000000       1.0000       21.601       21.551    
  519.0000000       1.0000       21.585       21.527    
  520.0000000       1.0000       21.540       21.477    
  521.0000000       1.0000       21.511       21.450    
  522.0000000       1.0000       21.195       21.193    
  523.0000000       1.0000       20.958       21.065    
  524.0000000       1.0000       20.996       21.068    
  525.0000000       1.0000       20.997       21.057    
  526.0000000       1.0000       20.995       21.043    
  527.0000000       1.0000       21.000       21.044    
  528.0000000       1.0000       20.999       21.041    
  529.0000000       1.0000       20.999       21.036    
  530.0000000       1.0000       21.000       21.036    
  531.0000000       1.0000       20.999       21.034    
  532.0000000       1.0000       20.999       21.032    
  533.0000000       1.0000       21.000       21.031    
  534.0000000       1.0000       20.999       21.029    
  535.0000000       1.0000       21.000       21.029    
  536.0000000       1.0000       21.001       21.030    
  537.0000000       1.0000       21.001       21.034    
  538.0000000       1.0000       21.006       21.047    
  539.0000000       1.0000       21.011       21.069    
  540.0000000       1.0000       21.007       21.091    
  541.0000000       1.0000       20.999       21.092    
  542.0000000       1.0000       20.992       21.078    
  543.0000000       1.0000       20.991       21.058    
  544.0000000       1.0000       20.994       21.044    
  545.0000000       1.0000       20.998       21.039    
  546.0000000       1.0000       20.998       21.033    
  547.0000000       1.0000       20.996       21.023    
  548.0000000       1.0000       20.999       21.021    
  549.0000000       1.0000       21.000       21.022    
  550.0000000       1.0000       20.999       21.020    
  551.0000000       1.0000       21.000       21.020    
  552.0000000       1.0000       21.000       21.020    
  553.0000000       1.0000       21.000       21.019    
  554.0000000       1.0000       21.000       21.019    
  555.0000000       1.0000       20.999       21.018    
  556.0000000       1.0000       21.001       21.021    
  557.0000000       1.0000       21.000       21.020    
  558.0000000       1.0000       21.000       21.020    
  559.0000000       1.0000       21.000       21.020    
  560.0000000       1.0000       21.016       21.051    
  561.0000000       1.0000       21.040       21.153    
  562.0000000       1.0000       20.961       21.089    
  563.0000000       1.0000       20.989       21.067    
  564.0000000       1.0000       20.999       21.060    
  565.0000000       1.0000       20.998       21.052    
  566.0000000       1.0000       20.996       21.043    
  567.0000000       1.0000       20.998       21.038    
  568.0000000       1.0000       20.996       21.031    
  569.0000000       1.0000       20.999       21.028    
  570.0000000       1.0000       21.000       21.026    
  571.0000000       1.0000       20.999       21.022    
  572.0000000       1.0000       20.998       21.019    
  573.0000000       1.0000       20.998       21.013    
  574.0000000       1.0000       20.997       21.008    
  575.0000000       1.0000       20.996       21.001    
  576.0000000       1.0000       20.999       21.001    
  577.0000000       1.0000       20.999       20.999    
  578.0000000       1.0000       20.998       20.996    
  579.0000000       1.0000       20.999       20.993    
  580.0000000       1.0000       20.998       20.990    
  581.0000000       1.0000       20.999       20.989    
  582.0000000       1.0000       21.003       20.991    
  583.0000000       1.0000       21.061       21.002    
  584.0000000       1.0000       21.086       21.023    
  585.0000000       1.0000       21.364       21.426    
  586.0000000       1.0000       21.887       21.953    
  587.0000000       1.0000       21.810       21.842    
  588.0000000       1.0000       21.788       21.867    
  589.0000000       1.0000       22.028       21.993    
  590.0000000       1.0000       21.723       21.702    
  591.0000000       1.0000       21.637       21.590    
  592.0000000       1.0000       21.527       21.470    
  593.0000000       1.0000       21.458       21.407    
  594.0000000       1.0000       21.117       21.114    
  595.0000000       1.0000       20.959       21.047    
  596.0000000       1.0000       20.995       21.045    
  597.0000000       1.0000       20.999       21.039    
  598.0000000       1.0000       20.998       21.032    
  599.0000000       1.0000       20.999       21.029    
  600.0000000       1.0000       20.996       21.018    
  601.0000000       1.0000       20.999       21.018    
  602.0000000       1.0000       20.999       21.015    
  603.0000000       1.0000       21.004       21.022    
  604.0000000       1.0000       21.002       21.023    
  605.0000000       1.0000       21.002       21.026    
  606.0000000       1.0000       21.006       21.033    
  607.0000000       1.0000       21.063       21.045    
  608.0000000       1.0000       21.240       21.174    
  609.0000000       1.0000       21.340       21.253    
  610.0000000       1.0000       21.405       21.324    
  611.0000000       1.0000       21.457       21.386    
  612.0000000       1.0000       21.535       21.464    
  613.0000000       1.0000       21.620       21.555    
  614.0000000       1.0000       21.642       21.566    
  615.0000000       1.0000       21.577       21.512    
  616.0000000       1.0000       21.548       21.480    
  617.0000000       1.0000       21.524       21.450    
  618.0000000       1.0000       21.201       21.212    
  619.0000000       1.0000       20.959       21.063    
  620.0000000       1.0000       20.997       21.067    
  621.0000000       1.0000       20.998       21.060    
  622.0000000       1.0000       20.999       21.055    
  623.0000000       1.0000       20.997       21.047    
  624.0000000       1.0000       20.997       21.042    
  625.0000000       1.0000       20.997       21.035    
  626.0000000       1.0000       20.998       21.030    
  627.0000000       1.0000       20.999       21.027    
  628.0000000       1.0000       21.001       21.028    
  629.0000000       1.0000       20.999       21.026    
  630.0000000       1.0000       21.005       21.033    
  631.0000000       1.0000       21.062       21.043    
  632.0000000       1.0000       21.229       21.150    
  633.0000000       1.0000       21.320       21.235    
  634.0000000       1.0000       21.382       21.306    
  635.0000000       1.0000       21.447       21.368    
  636.0000000       1.0000       21.490       21.416    
  637.0000000       1.0000       21.504       21.435    
  638.0000000       1.0000       21.515       21.444    
  639.0000000       1.0000       21.491       21.421    
  640.0000000       1.0000       21.476       21.405    
  641.0000000       1.0000       21.458       21.389    
  642.0000000       1.0000       21.143       21.140    
  643.0000000       1.0000       20.963       21.054    
  644.0000000       1.0000       20.998       21.060    
  645.0000000       1.0000       20.998       21.051    
  646.0000000       1.0000       20.998       21.045    
  647.0000000       1.0000       20.999       21.042    
  648.0000000       1.0000       20.999       21.039    
  649.0000000       1.0000       21.000       21.038    
  650.0000000       1.0000       20.995       21.027    
  651.0000000       1.0000       21.000       21.027    
  652.0000000       1.0000       20.999       21.025    
  653.0000000       1.0000       20.998       21.020    
  654.0000000       1.0000       21.002       21.021    
  655.0000000       1.0000       21.062       21.032    
  656.0000000       1.0000       21.185       21.126    
  657.0000000       1.0000       21.423       21.484    
  658.0000000       1.0000       21.791       21.818    
  659.0000000       1.0000       21.616       21.567    
  660.0000000       1.0000       21.535       21.481    
  661.0000000       1.0000       21.524       21.470    
  662.0000000       1.0000       21.553       21.500    
  663.0000000       1.0000       21.575       21.507    
  664.0000000       1.0000       21.501       21.440    
